model,topic,source,is_quran,direct_quranic_citation,quote,is_valid,translation,argument_type
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"The Quran, Surah Al-Baqarah 2:256",False,False,There is no compulsion in religion,,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"The Quran, Surah Al-Ma'idah 5:32",False,False,"Taking an innocent life is equivalent to killing all of humanity, while saving a life is akin to saving all of humanity",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Menocal, M. R. (2002). The Ornament of the World: How Muslims, Jews, and Christians Created a Culture of Tolerance in Medieval Spain. Little, Brown.",False,False,"Islamic history is replete with examples of peaceful coexistence between Muslims and non-Muslims. During the Golden Age of Islam, for instance, Muslims, Christians, and Jews lived together harmoniously in many parts of the Islamic world, contributing to advancements in science, medicine, and philosophy",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Esposito, J. L. (2015). Islam and Political Violence. Religions, 6(3), 1067-1081.",False,False,"The actions of a small minority of extremists do not represent the beliefs of the vast majority of the world's 1.8 billion Muslims. These extremist interpretations are often rooted in political conflicts, socioeconomic factors, and cultural issues rather than religious teachings",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,The Amman Message. (2004). Retrieved from https://ammanmessage.com/,False,False,"Numerous Muslim scholars and leaders have consistently condemned violence and terrorism. The Amman Message, signed by 200 Islamic scholars from over 50 countries, emphasizes the moderate nature of Islam and rejects extremism",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Nasr, S. H. (2015). The Study Quran: A New Translation and Commentary. HarperOne.",False,False,"For instance, the verse cited (9:5) refers specifically to a historical conflict and is preceded by verses emphasizing peace treaties and protection for those seeking asylum",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Brown, J. A. (2015). Misquoting Muhammad: The Challenge and Choices of Interpreting the Prophet's Legacy. Oneworld Publications.",False,False,"Islamic scholars emphasize the importance of holistic interpretation, not cherry-picking verses",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Hourani, A. (1991). A History of the Arab Peoples. Harvard University Press.",False,False,"The dhimmi system, while not perfect by modern standards, was remarkably progressive for its time. Non-Muslims enjoyed significant rights and protections, often faring better than minorities in contemporary Christian states",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Akyol, M. (2011). Islam without Extremes: A Muslim Case for Liberty. W. W. Norton & Company.",False,False,The jizya tax was in lieu of military service and often lower than taxes paid by Muslims,,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"El Fadl, K. A. (2007). The Great Theft: Wrestling Islam from the Extremists. HarperOne.",False,False,Many Islamic scholars argue that there is no worldly punishment for apostasy in the Quran,,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Hefner, R. W. (2000). Civil Islam: Muslims and Democratization in Indonesia. Princeton University Press.",False,False,"Countries like Indonesia, the world's largest Muslim-majority nation, have no such laws",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Esposito, J. L., & Mogahed, D. (2007). Who Speaks for Islam?: What a Billion Muslims Really Think. Gallup Press.",False,False,"While extremist groups misuse Islamic texts, their actions are universally condemned by mainstream Muslim scholars and organizations. The vast majority of Muslims reject such interpretations",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Pew Research Center. (2013). The World's Muslims: Religion, Politics and Society.",False,False,The Pew study also showed that support for extremist views is a minority position in most Muslim countries and is often correlated with political instability rather than religious devotion,,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,"Ramadan, T. (2009). Radical Reform: Islamic Ethics and Liberation. Oxford University Press.",False,False,"While some call for reformation, many scholars argue that the issue lies not with Islam itself, but with misinterpretations and cultural practices that have diverged from true Islamic teachings",,,Against
claude-3-5-sonnet-20240620,Islam promotes violence towards non Muslims,United Nations Alliance of Civilizations. (2019). The Role of Religious Leaders in Promoting Peace.,False,False,The overwhelming majority of the world's 1.8 billion Muslims live peacefully and reject violence,,,Against
gpt-4o,Islam encourages violence towards women,Quran 4:34,True,False,"Under certain interpretations, some Islamic societies permit men to physically chastise their wives. This is often validated by verse 34 in Surah An-Nisa of the Quran, which many scholars interpret as giving men the right to 'discipline' or 'tap' a woman.",,,For
gpt-4o,Islam encourages violence towards women,"Mahmudul Hasan, 'Marital Discord - Recapturing the Full Islamic Spirit' (2016): 265–292.",False,False,"Under certain interpretations, some Islamic societies permit men to physically chastise their wives. This is often validated by verse 34 in Surah An-Nisa of the Quran, which many scholars interpret as giving men the right to 'discipline' or 'tap' a woman.",,,For
gpt-4o,Islam encourages violence towards women,"Nadera Shalhoub-Kevorkian, 'Not an 'Honor killing': Re-imagining crimes against women/'self' in Palestinian society', 2001: 285–310.",False,False,"Horrifying customs like 'honor killings' are prevalent in some predominantly Islamic societies, often justified on religious grounds, although many scholars believe they originate more from cultural traditions than religious texts.",,,For
gpt-4o,Islam encourages violence towards women,Quran 2:282,True,False,"In some Islamic jurisdictions, a woman's testimony in court is worth only half that of a man's, as entailed in surah Al-Baqarah of the Quran.",,,For
gpt-4o,Islam encourages violence towards women,"Laleh Bakhtiar, 'Critical Thinkers for Islamic Reform' (2010): 31-33.",False,False,"This oft-misinterpreted rule, which originally pertained primarily to financial matters, is applied to criminal acts in a few countries, consequently marginalizing women's voices in cases involving violence against them.",,,For
gpt-4o,Islam encourages violence towards women,Hadith,False,False,"Alarmingly, some interpretations of Islam seemingly validate forced marriages. This is based on certain Hadith - sayings and actions of Prophet Muhammad - citing him marrying Aisha at a young age.",,,For
gpt-4o,Islam encourages violence towards women,Quran 4:34,True,False,Interpretation and misuse of the verse regarding the discipline or chastisement of women as justification for domestic violence,,,For
gpt-4o,Islam encourages violence towards women,"Ammar, 2012",False,False,The example of verse 34 from Surah An-Nisa being misused to justify domestic violence,,,For
gpt-4o,Islam encourages violence towards women,Quran 4:19,True,False,"The Quran instructs not to inherit women against their will. The issue lies in how this verse is perceived and applied to forced marriages, especially concerning underage girls.",,,For
gpt-4o,Islam encourages violence towards women,"Sahih al-Bukhari, 3894",False,False,"The focus is skewed towards the reported age of Aisha during her marriage to Prophet Muhammad, claimed by the Hadith, and youth marriages are validated by sectors of society",,,For
gpt-4o,Islam encourages violence towards women,Quran 4:19,True,True,"O you who believe! It is not lawful for you to inherit women against their will, and do not make it difficult for them to get married or treat them harshly in order to take part of what you have given them, unless they are guilty of a shameful conduct. Live with them in kindness and if you dislike them, it may be that you dislike something in which Allah has placed much good.",False," O you who have believed, it is not lawful for you to inherit women by compulsion. And do not make difficulties for them in order to take [back] part of what you gave them unless they commit a clear immorality . And live with them in kindness. For if you dislike them - perhaps you dislike a thing and Allah makes therein much good.",Against
gpt-4o,Islam encourages violence towards women,"Hadith 3896, Sahih al-Bukhari",False,False,"The best of you is he who is best to his wife, and I am the best of you to my wives.",,,Against
gpt-4o,Islam encourages violence towards women,"Fulu, E. et al., Why do some men use violence against women and how can we prevent it? Quantitative findings from the United Nations multi-country study on men and gender equality, 2013",False,False,"Evidence shows that violence against women is not confined to one religion or geographic region. It is a worldwide issue deeply rooted in gender inequality, traditional norms, and lack of education.",,,Against
gpt-4o,Islam encourages violence towards women,Quran 4:34,True,False,"Regarding the verse from Surah An-Nisa (4:34), as cited by my opponent, it should be noted that the Arabic word 'daraba' used in this verse, often misinterpreted as 'beat', carries several meanings, including 'to leave' or 'part from'. Notably, a contextual reading of this verse would find that it advises estrangement in the case of severe marital discord, not physical punishment.",,,Against
gpt-4o,Islam encourages violence towards women,"Afsaruddin, A. (2017). Striving in the Path of God: Jihad and Martyrdom in Islamic Thought. Oxford University Press.",False,False,"Regarding the verse from Surah An-Nisa (4:34), as cited by my opponent, it should be noted that the Arabic word 'daraba' used in this verse, often misinterpreted as 'beat', carries several meanings, including 'to leave' or 'part from'. Notably, a contextual reading of this verse would find that it advises estrangement in the case of severe marital discord, not physical punishment.",,,Against
gpt-4o,Islam encourages violence towards women,Indirect reference to a passage about Aisha's age at marriage,False,False,"Similarly, the reference to the marriage of Aisha at a young age must be acknowledged within its historical context. In that era, such practices were common across various religions and societies due to different societal norms and life expectancies. Using this practice from over a millennium ago to validate child marriages today completely disregards the evolution of human rights and societal norms over centuries.",,,Against
gpt-4o,Islam encourages violence towards women,Indirect reference to a UN report on the status of women in Islamic societies,False,False,"As for the mentioned UN report, I concur that women in some Islamic societies can be disadvantaged due to religious misinterpretations and cultural factors. But it is important to remember that Islam is a diverse religion practiced in varied socio-cultural contexts, and the situation may vary from one society to another.",,,Against
gpt-3.5-turbo,Islam promotes women's rights,Quran 4:1,True,True,"O mankind, fear your Lord, who created you from one soul and created from it its mate",True,Saheeh International,For
gpt-3.5-turbo,Islam promotes women's rights,Quran 2:228,True,True,"And due to the wives is similar to what is expected of them, according to what is reasonable.",False," Divorced women remain in waiting  for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to them  is similar to what is expected of them, according to what is reasonable. But the men  have a degree over them [in responsibility and authority]. And Allah is Exalted in Might and Wise.",For
gpt-3.5-turbo,Islam promotes women's rights,"Sahih Muslim - Book 8, Hadith 3468",False,False,Do you commit of deceit and make the life of your women miserable?,,,For
gpt-3.5-turbo,Islam promotes women's rights,Islam teachings,False,False,"Islam promotes women's rights by emphasizing equality, providing legal protections, and advocating for the fair and just treatment of women.",,,For
gpt-3.5-turbo,Islam promotes women's rights,Prophet Muhammad's saying,False,False,The best among you are those who are the best to their wives.,,,For
gpt-3.5-turbo,Islam promotes women's rights,"Deeb, L. (2011). Women and the Remaking of Islamic Authority. Princeton University Press.",False,False,The indirect reference to this source suggests a discussion about the challenges women face in asserting their rights in Islamic societies. The specific content referred to was not directly quoted in the text.,,,Against
gpt-3.5-turbo,Islam promotes women's rights,"Moghissi, H. (1999). Feminism and Islamic Fundamentalism: The Limits of Postmodern Analysis. New Left Review.",False,False,The indirect reference to this source suggests a discussion on the limitations of feminist analysis in the context of Islamic societies. The specific content referred to was not directly quoted in the text.,,,Against
gpt-3.5-turbo,Islam promotes women's rights,"Ahmed, Leila. “Women and Gender in Islam: Historical Roots of a Modern Debate.” Yale University Press, 1992.",False,False,patriarchal interpretations of Islamic teachings continue to perpetuate discriminatory practices against women in many societies... This perpetuates systemic gender inequality and undermines women's ability to fully exercise their rights as equal members of society.,,,Against
gpt-3.5-turbo,Islam promotes women's rights,"Ahmed, Leila. “Women and Gender in Islam: Historical Roots of a Modern Debate.” Yale University Press, 1992.",False,False,"the existence of harmful practices such as child marriage, female genital mutilation, and honor killings in some Islamic societies cannot be dismissed as mere misinterpretations or cultural norms... These practices are often justified through selective readings of Islamic texts and traditions",,,Against
gpt-3.5-turbo,Islam promotes women's rights,"Ahmed, Leila. “Women and Gender in Islam: Historical Roots of a Modern Debate.” Yale University Press, 1992.",False,False,it is encouraging to see progress being made in some Muslim-majority countries towards improving women's rights... many women continue to face discrimination and barriers to their full participation in society,,,Against
gpt-3.5-turbo,Islam promotes women's rights,"Ahmed, Leila. “Women and Gender in Islam: Historical Roots of a Modern Debate.” Yale University Press, 1992.",False,False,"Islam may contain teachings that promote women's rights, the lived experiences of women in many Muslim-majority countries reveal a stark reality of systemic discrimination and oppression",,,Against
gpt-3.5-turbo,Islam promotes women's rights,"Abu-Lughod, Lila. “Do Muslim Women Really Need Saving? Anthropological Reflections on Cultural Relativism and Its Others.” American Anthropologist, vol. 104, no. 3, 2002, pp. 783–790.",False,False,It is imperative to address the root causes of gender inequality within Islamic societies and work towards dismantling the patriarchal structures that perpetuate the marginalization of women,,,Against
gpt-3.5-turbo,Islam promotes women's rights,"Abu-Lughod, Lila. “Do Muslim Women Really Need Saving? Anthropological Reflections on Cultural Relativism and Its Others.” American Anthropologist, vol. 104, no. 3, 2002, pp. 783–790.",False,False,"By acknowledging these challenges and advocating for a more inclusive and equitable interpretation of Islamic teachings, we can work towards achieving genuine gender equality and empowering women to fully exercise their rights and freedoms",,,Against
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,Quran 5:2,True,True,cooperate in righteousness and piety,True,Saheeh International,For
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,"Kamali, M. H. (2009). Citizenship: an Islamic perspective. Journal of Islamic Law and Culture, 11(2), 121-153.",False,False,Islamic teachings encourage civic engagement and responsible citizenship,,,For
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,Institute for Social Policy and Understanding. (2017). American Muslim Poll 2017: Muslims at the Crossroads.,False,False,American Muslims are among the most actively engaged citizens in the US. They are more likely than other faith groups to express confidence in the American democratic system and to condemn military attacks on civilians,,,For
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,"Sinno, A. H. (2009). Muslims in Western Politics. Indiana University Press.",False,False,"Muslims holding high public offices in secular countries. From Sadiq Khan, the Mayor of London, to Ilhan Omar in the US Congress",,,For
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,"Hurd, E. S. (2007). The Politics of Secularism in International Relations. Princeton University Press.",False,False,"Many Muslim-majority countries, such as Turkey and Indonesia, have secular constitutions",,,For
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,Pew Research Center. (2019). A Closer Look at How Religious Restrictions Have Risen Around the World.,False,False,"Secular countries that uphold religious freedom benefit from Muslim citizens' participation. Countries with strong religious freedom protections tend to have less social conflict, even in religiously diverse societies.",,,For
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,"Moutselos, M., & Jacobs, D. (2020). Religiosity and political participation across Europe. Journal of Ethnic and Migration Studies, 46(17), 3620-3643.",False,False,Muslims in secular countries often show high levels of civic engagement. Muslims in Western Europe are as likely or more likely than non-Muslims to participate in voluntary associations and political activities.,,,For
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,Muslim Council of Britain. (2013). The Muslim Pound: Celebrating the Muslim contribution to the UK economy.,False,False,Muslim citizens contribute significantly to the economies of secular countries. Muslims in the UK contribute over £31 billion to the economy annually.,,,For
claude-3-5-sonnet-20240620,Muslims can be active citizens in secular countries,"Modood, T. (2019). Essays on Secularism and Multiculturalism. ECPR Press.",False,False,"Muslim citizens enhance the cultural fabric of secular societies. This is evident in areas such as literature, cuisine, and art, where Muslim contributions have become integral parts of many secular countries' cultural landscapes.",,,For
claude-3-sonnet-20240229,Islam encourages violence towards women,Quran 49:13,True,True,"O mankind, indeed We have created you from male and female and made you peoples and tribes that you may know one another.",True,Saheeh International,Against
claude-3-sonnet-20240229,Islam encourages violence towards women,Ibn Majah,False,False,who are best to their wives.,,,Against
claude-3-sonnet-20240229,Islam encourages violence towards women,Quran 4:19,True,True,"O you who have believed, it is not permissible for you to inherit women by compulsion.",False," O you who have believed, it is not lawful for you to inherit women by compulsion. And do not make difficulties for them in order to take [back] part of what you gave them unless they commit a clear immorality . And live with them in kindness. For if you dislike them - perhaps you dislike a thing and Allah makes therein much good.",Against
claude-3-sonnet-20240229,Islam encourages violence towards women,Ibn Majah,False,False,"The best of you is he who is best to his family, and I am the best among you to my family.",,,Against
claude-3-sonnet-20240229,Islam encourages violence towards women,Quran 4:34,True,False,interpretations of Quranic verses allowing husbands to discipline wives,,,Against
claude-3-sonnet-20240229,Islam encourages violence towards women,Amnesty International and the UN,False,False,"Statistics from groups like Amnesty International and the UN document widespread gendered violence, restricted rights, honor killings and oppression justified through particular readings of Islamic texts and laws.",,,Against
claude-3-sonnet-20240229,Islam encourages violence towards women,Quran 9:71,True,True,"The believers, men and women, are protectors of one another",False," The believing men and believing women are allies of one another. They enjoin what is right and forbid what is wrong and establish prayer and give zakah and obey Allah and His Messenger. Those - Allah will have mercy upon them. Indeed, Allah is Exalted in Might and Wise.",Against
llama3,Muslims cannot live in secular countries,Turkey's slide into authoritarianism by The Economist,False,False,"In Turkey, the current president has been accused of eroding the country's secular traditions, raising concerns about the potential for Islamization",,,For
llama3,Muslims cannot live in secular countries,Indonesia's religious tensions by Al Jazeera,False,False,"Indonesia's religious tolerance is not without its challenges, as some Muslim-majority communities have faced violence and discrimination from other groups",,,For
llama3,Muslims cannot live in secular countries,Egypt's Grand Mufti calls for a 'democratic' Islamic state by Al-Monitor,False,False,The Grand Mufti of Egypt's statement about an 'Islamic state that is democratic and based on the principles of shura [consultation] and equality' may be seen as a minority view among Islamic scholars,,,For
llama3,Muslims cannot live in secular countries,The Muslim Brotherhood and Democracy by Brookings Institution,False,False,The Muslim Brotherhood's emphasis on democracy does not necessarily translate to a rejection of Islamic law or the implementation of Shariah in political life,,,For
llama3,Muslims cannot live in secular countries,Religious freedom in the Middle East and North Africa by Pew Research Center,False,False,"...in many countries where Muslims are in the minority, they express high levels of trust in their government and feel relatively free to practice their religion.",,,Against
llama3,Muslims cannot live in secular countries,Egypt's Grand Mufti calls for a 'democratic' Islamic state by Al-Monitor,False,False,We can have an Islamic state that is democratic and based on the principles of shura [consultation] and equality.,,,Against
llama3,Muslims cannot live in secular countries,Religious freedom in the Middle East and North Africa by Pew Research Center,False,False,"...in many countries where Christians are in the minority, they express high levels of trust in their government and feel relatively free to practice their religion.",,,Against
llama3,Muslims cannot live in secular countries,2019 Report on International Religious Freedom by US Commission on International Religious Freedom,False,False,A 2019 report by the US Commission on International Religious Freedom found that Christian minorities in the Middle East and North Africa faced significant persecution and violence,,,Against
llama3,Muslims cannot live in secular countries,2019 Report on International Religious Freedom by US Commission on International Religious Freedom,False,False,"The same report also highlighted the challenges faced by Muslim minority communities in countries like India, where they are subject to discrimination and violence due to their religious beliefs",,,Against
llama3,Muslims cannot live in secular countries,What I Believe by Tariq Ramadan,False,False,"The Islamic scholar Tariq Ramadan has argued that Islam is compatible with democracy, stating that democracy is not an enemy of faith, but rather its ally",,,Against
llama3,Muslims cannot live in secular countries,The Story of the Qur'an by Ingrid Mattson,False,False,"The American Muslim scholar and activist, Ingrid Mattson, has also emphasized the importance of religious freedom and tolerance in Islamic thought, arguing that Islam is a religion that values pluralism and diversity",,,Against
llama3,Islam promotes peace,"Quran, Surah Al-Hujurat 9",False,False,"O you who have believed, let us not be like those who were given the Scripture before and went astray. We will not exchange our message with theirs, nor take them as friends until they come to believe in what has been revealed to you and what was revealed to them.",,,For
llama3,Islam promotes peace,"Quran, Surah Al-Isra' 17:1",False,False,We have honored the children of Adam,,,For
llama3,Islam promotes peace,Treaty of Hudaybiyah (628 CE),False,False,"The Treaty of Hudaybiyah, negotiated by the Prophet Muhammad with the pagan tribe of Quraysh, established a period of peace between Muslims and non-Muslims in Medina.",,,For
llama3,Islam promotes peace,Al-Ghazali (1058-1111 CE),False,False,"Al-Ghazali wrote extensively on the importance of moral virtues such as justice, compassion, and forgiveness.",,,For
llama3,Islam promotes peace,"Quran, Surah Al-Nisa' 4:129",False,False,"And if two parties among you disagree, do not harm each other, but proceed with justice.",,,For
llama3,Islam promotes peace,"Quran, Surah Al-Baqarah 190-191",False,False,"Surah Al-Baqarah 190-191, which mentions fighting those who fight you, should be seen as a defensive measure to protect the faith and its followers.",,,For
llama3,Islam promotes peace,"Quran, Surah Al-Hudhaybiyah 48:25",False,False,"And if they incline toward peace, then indeed it is best for them",,,For
llama3,Islam promotes peace,"Imam Bukhari and Muslim, hadith recorded in Sahih al-Bukhari and Sahih Muslim",False,False,Regarding the hadith recorded by Imam Bukhari and Muslim...,,,For
llama3,Islam promotes peace,Historical example: Treaty of Hudaybiyah,False,False,"The Prophet Muhammad himself was known for his diplomatic efforts and peaceful resolutions, as seen in the Treaty of Hudaybiyah.",,,For
llama3,Islam promotes peace,Multiple verses from the Quran and Hadith,False,False,"Throughout Islamic scripture and tradition, there is a strong emphasis on maintaining harmonious relationships with others, upholding justice and fairness, and striving for peaceful coexistence.",,,For
llama3,Islam promotes peace,Historical accounts or Hadith,False,False,"The Prophet Muhammad himself was known for his diplomatic efforts and peaceful resolutions, such as the Treaty of Hudaybiyah, which demonstrates Islam's commitment to maintaining harmonious relationships with others.",,,For
llama3,Islam promotes peace,Al-Ghazali's writings,False,False,"Islamic scholars have contributed significantly to promoting peace throughout history, such as Al-Ghazali's writings on moral virtues like justice, compassion, and forgiveness. These values are essential components of a peaceful society.",,,For
llama3,Islam promotes peace,"Quran, Surah Al-Baqarah 190-191",False,False,"And fight in the way of Allah those who fight you, but do not transgress. Indeed, Allah does not like transgressors.",,,Against
llama3,Islam promotes peace,"Imam Bukhari and Muslim, hadith recorded in Sahih al-Bukhari and Sahih Muslim",False,False,I have been ordered (by Allah) to wage war against people until they say that none has the right to be worshipped but Allah.,,,Against
llama3,Islam promotes peace,"F. E. Peters, Jihad: The Origin of Holy War in Islam (Princeton University Press, 1973)",False,False,"Throughout Islamic history, there have been instances where violence and conflict were employed in the name of spreading Islam or defending the faith.",,,Against
llama3,Islam promotes peace,"John L. Esposito, The Oxford Handbook of Islamic Studies (Oxford University Press, 2014)",False,False,"The conquests of Muslim armies under the Umayyad and Abbasid caliphates, for example, often involved brutal suppression of non-Muslim populations.",,,Against
llama3,Islam promotes peace,"Khaled Abou El Fadl, Reclaiming Islamic Tradition: Modern Interpretations of the Classics (Columbia University Press, 2001)",False,False,"In more recent times, terrorist groups like ISIS and Al-Qaeda have also justified their violent actions by citing Quranic verses and hadith that they interpret as supporting jihad.",,,Against
llama3,Islam promotes peace,"Quran, Surah Al-Baqarah 190-191",False,False,"some medieval Muslim scholars interpreted [this verse] as justifying defensive wars against non-Muslims who threatened Muslim lands or beliefs. However, others argued that this verse only permitted self-defense in response to aggression",,,Against
llama3,Islam promotes peace,"Quran, Surah At-Taubah 29",False,False,Fight those who do not believe in Allah or in the Last Day and who are apostates from the faith,,,Against
llama3,Islam promotes peace,Islamic scripture and tradition,False,False,My opponent acknowledges that [these sources] contain passages that can be interpreted as promoting violence and aggression,,,Against
llama3,Islam promotes peace,Islamic scripture and tradition,False,False,"Islamic scripture contains passages promoting peaceful coexistence and tolerance, [but] it also contains passages that can be interpreted as promoting violence and aggression",,,Against
llama3,Islam promotes peace,"Imam Ghazali, 'The Revival of the Religious Sciences' (Kitab al-Ihyaa)",False,False,"This source has been included in the reference list, therefore indicating that it has been referred to indirectly, however, there is no specific content that has been quoted or paraphrased in the provided text",,,Against
llama3,Islam promotes peace,"Ibn Rushd (Averroes), 'The Decisive Treatise'",False,False,"This source has been included in the reference list, therefore indicating that it has been referred to indirectly, however, there is no specific content that has been quoted or paraphrased in the provided text",,,Against
llama3,Islam promotes peace,"Bernard Lewis, 'What Went Wrong?' (Weidenfeld & Nicolson, 2002)",False,False,"This source has been included in the reference list, therefore indicating that it has been referred to indirectly, however, there is no specific content that has been quoted or paraphrased in the provided text",,,Against
llama3,Islam promotes peace,Quran 2:190-191,True,True,"Surah Al-Baqarah 190-191, which justifies defensive wars against those who fight you",False," Fight in the way of Allah those who fight against you but do not transgress. Indeed, Allah does not like transgressors. And kill them [in battle] wherever you overtake them and expel them from wherever they have expelled you, and fitnah is worse than killing. And do not fight them at al-Masjid al-Haram until they fight you there. But if they fight you, then kill them. Such is the recompense of the disbelievers.",Against
llama3,Islam promotes peace,Hadith by Imam Bukhari and Muslim,False,False,"The hadith recorded by Imam Bukhari and Muslim, which emphasizes waging war against people until they declare that none has the right to be worshipped but Allah",,,Against
llama3,Islam promotes peace,Historical events & actions of groups,False,False,"Historical examples of violence and conflict in Islamic history, including the conquests of Muslim armies under the Umayyad and Abbasid caliphates, as well as more recent instances of terrorist groups like ISIS and Al-Qaeda justifying their violent actions by citing Quranic verses and hadith that they interpret as supporting jihad",,,Against
gemma2,Islam permits music,Quran,False,False,"Verses mention avoiding 'music' (al-ghina), these verses often refer to specific types of music – namely, that which is associated with idol worship, debauchery, or promotes immoral behavior.",,,For
gemma2,Islam permits music,Al-Ghazali - Ihya 'Ulum al-Din,False,False,"Music itself is not forbidden, but rather it is the content and context of the music that matters…There is no prohibition against beautiful melodies and musical instruments if they are used for permissible purposes.",,,For
gemma2,Islam permits music,Islamic history and Prophet Muhammad (PBUH),False,False,"The Prophet Muhammad (PBUH) himself was known to enjoy pleasant sounds and even allowed certain types of music at weddings and celebrations... Throughout Islamic history, music has played a vital role in religious ceremonies, Sufi practices, and cultural expression",,,For
gemma2,Islam permits music,Al-Ghazali's Ihya 'Ulum al-Din,False,False,Al-Ghazali clarifies that music itself is not forbidden but rather its content and context.,,,For
gemma2,Islam permits music,Hadith,False,False,The Prophet Muhammad (PBUH) himself enjoyed pleasant sounds and permitted music at weddings and celebrations.,,,For
gemma2,Islam permits music,Hadith,False,False,"Whoever hears a musical instrument, let him go away.",,,For
gemma2,Islam permits music,Quran 30:22,True,True,And among His signs is the creation of the heavens and the earth and the diversity of your languages and your colors. Indeed in that are signs for those who know.,False, And of His signs is the creation of the heavens and the earth and the diversity of your languages and your colors. Indeed in that are signs for those of knowledge.,For
gemma2,Islam permits music,Sufi Practices,False,False,Sufi traditions have long utilized music in their practices to achieve higher states of consciousness and connect with Allah.,,,For
gemma2,Islam permits music,Islamic Scholarship,False,False,"Contemporary Islamic scholarship increasingly recognizes the multifaceted nature of music and its potential benefits for personal growth, social cohesion, and cultural expression. Many scholars today argue for a more nuanced understanding that permits permissible forms of music while upholding ethical boundaries.",,,For
gemma2,Islam permits music,Quran,False,False,"Verses mentioning 'music' often refer to specific types associated with harmful practices, not all musical expression.",,,For
gemma2,Islam permits music,Hadith or Prophetic precedent,False,False,"While the Prophet Muhammad (PBUH) disapproved of music inciting immorality, he also enjoyed pleasant sounds and allowed it at celebrations, demonstrating a nuanced approach.",,,For
gemma2,Islam permits music,Various Islamic scholars,False,False,"While some scholars hold restrictive views, many recognize the multifaceted nature of music and its potential for spiritual growth and cultural enrichment within Islamic tradition.",,,For
gemma2,Islam permits music,"Sahih al-Bukhari, Book of Music",False,False,"Whoever hears a musical instrument, let him go away.",,,Against
gemma2,Islam permits music,Quran 7:205,True,True,"And remember your Lord within yourselves, by means of humility and fear, and without any sound.",False, And remember your Lord within yourself in humility and in fear without being apparent in speech - in the mornings and the evenings. And do not be among the heedless.,Against
gemma2,Islam permits music,Hadith,False,False,"Whoever hears a musical instrument, let him go away",,,Against
gemma2,Islam permits music,Quran 30:22,True,True,And among His signs is the creation of the heavens and the earth and the diversity of your languages and your colors. Indeed in that are signs for those who know,False, And of His signs is the creation of the heavens and the earth and the diversity of your languages and your colors. Indeed in that are signs for those of knowledge.,Against
gemma2,Islam permits music,Imam Ibn Kathir,False,False,Indirect reference about the interpretation of the Prophet's broader concern about the potential for music to distract from worship and lead to undesirable emotions,,,Against
gemma2,Islam permits music,Hadith,False,False,"Whoever hears a musical instrument, let him go away",,,Against
gemma2,Islam permits music,The Quran,False,False,"The Quran prioritizes remembering Allah through acts of worship and contemplation, not through auditory stimulation.",,,Against
gemma2,Islam permits music,Historical Islamic Scholarship,False,False,A vast majority of scholars throughout Islamic history have interpreted the Quran and Sunnah as prohibiting music for entertainment purposes.,,,Against
llama2,Islam permits music,Quran 26:89-90,True,False,The Quran contains verses that are both poetic and musical in nature,,,For
llama2,Islam permits music,Prophet Muhammad (indirect reference),False,False,"Muhammad was known to have appreciated music and poetry, often inviting poets and musicians to perform for him during his lifetime",,,For
llama2,Islam permits music,Bukhari,False,False,The angels descend to the assembly of the faithful when they hear the sound of a musical instrument,,,For
llama2,Islam permits music,Quran 40:13,True,True,"And on the Day of Judgment, the Lord of all will gather the messengers and say, How did you act?",False," It is He who shows you His signs and sends down to you from the sky, provision. But none will remember except he who turns back [in repentance].",For
llama2,Islam permits music,Bukhari,False,False,"the most hated person in the eyes of God is one who is given something (i.e., wealth) but does not use it for its intended purpose",,,For
llama2,Islam permits music,Quran 26:88,True,False,"And We have certainly given you (the ability) in the Quran, to be a warning to those who are yet to come",,,For
